# Android 10 (API 29) - @RequiresPermission Annotations
# Total methods: 945
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.os.RecoverySystem|rebootWipeAb|android.permission.RECOVERY, android.permission.REBOOT
android.os.RecoverySystem|scheduleUpdateOnBoot|android.permission.RECOVERY
android.os.SystemUpdateManager|retrieveSystemUpdateInfo|android.permission.RECOVERY, android.permission.READ_SYSTEM_UPDATE_INFO
android.os.SystemUpdateManager|updateSystemUpdateInfo|android.permission.RECOVERY
android.os.UserOperationException|clearSeedAccountData|android.permission.MANAGE_USERS
android.os.UserOperationException|getMaxSupportedUsers|android.permission.GET_ACCOUNTS_PRIVILEGED, android.permission.MANAGE_USERS
android.os.UserOperationException|getProfileIdsWithDisabled|android.permission.CREATE_USERS, android.permission.MANAGE_USERS
android.os.UserOperationException|getSeedAccountName|android.permission.MANAGE_USERS
android.os.UserOperationException|getSeedAccountOptions|android.permission.MANAGE_USERS
android.os.UserOperationException|getSeedAccountType|android.permission.MANAGE_USERS
android.os.UserOperationException|getSerialNumbersOfUsers|android.permission.MANAGE_USERS
android.os.UserOperationException|getUserName|android.permission.MANAGE_USERS, android.permission.READ_PHONE_STATE, android.permission.INTERACT_ACROSS_USERS
android.os.UserOperationException|getUserRestrictionSource|android.permission.MANAGE_USERS
android.os.UserOperationException|getUserRestrictionSources|android.permission.MANAGE_USERS
android.os.UserOperationException|isAdminUser|android.permission.MANAGE_USERS
android.os.UserOperationException|isGuestUser|android.permission.MANAGE_USERS
android.os.UserOperationException|isManagedProfile|android.permission.MANAGE_USERS
android.os.UserOperationException|isManagedProfile|android.permission.MANAGE_USERS
android.os.UserOperationException|isPrimaryUser|android.permission.MANAGE_USERS
android.os.UserOperationException|isRestrictedProfile|android.permission.MANAGE_USERS
android.os.UserOperationException|isRestrictedProfile|android.permission.MANAGE_USERS
android.os.UserOperationException|removeUser|android.permission.MANAGE_USERS
android.os.UserOperationException|requestQuietModeEnabled|android.permission.MANAGE_USERS
android.os.UserOperationException|setUserAccount|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_USERS
android.os.UserOperationException|setUserAdmin|android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_USERS
android.os.UserOperationException|setUserIcon|android.permission.MANAGE_USERS
android.os.UserOperationException|setUserName|android.permission.MANAGE_USERS
android.os.Vibrator|cancel|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.Vibrator|vibrate|android.permission.VIBRATE
android.os.image.DynSystemServiceConnection|bind|android.permission.INSTALL_DYNAMIC_SYSTEM
android.os.image.DynSystemServiceConnection|start|android.permission.INSTALL_DYNAMIC_SYSTEM
android.os.image.DynSystemServiceConnection|start|android.permission.INSTALL_DYNAMIC_SYSTEM
android.os.image.DynSystemServiceConnection|unbind|android.permission.INSTALL_DYNAMIC_SYSTEM
android.os.image.Session|abort|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|commit|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|getInstallationProgress|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|isEnabled|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|isInUse|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|isInstalled|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|remove|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|setEnable|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|startInstallation|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.image.Session|write|android.permission.MANAGE_DYNAMIC_SYSTEM
android.os.is|getSerial|android.permission.READ_PRIVILEGED_PHONE_STATE
android.os.name|dream|android.permission.READ_DREAM_STATE, android.permission.WRITE_DREAM_STATE
android.os.name|forceSuspend|android.permission.DEVICE_POWER
android.os.name|getPowerSaveModeTrigger|android.permission.POWER_SAVER
android.os.name|setAdaptivePowerSaveEnabled|android.permission.POWER_SAVER, android.permission.DEVICE_POWER
android.os.name|setAdaptivePowerSavePolicy|android.permission.POWER_SAVER, android.permission.DEVICE_POWER
android.os.name|setPowerSaveModeEnabled|android.permission.POWER_SAVER, android.permission.DEVICE_POWER
android.os.name|userActivity|android.permission.DEVICE_POWER, android.permission.USER_ACTIVITY
android.os.storage.by|getAllocatableBytes|android.permission.ALLOCATE_AGGRESSIVE
android.permission.OnRevokeRuntimePermissionsCallback|countPermissionApps|android.permission.GET_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|getAppPermissions|android.permission.GET_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|getPermissionUsages|android.permission.GET_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|getRuntimePermissionBackup|android.permission.GET_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|grantOrUpgradeDefaultRuntimePermissions|android.permission.ADJUST_RUNTIME_PERMISSIONS_POLICY
android.permission.OnRevokeRuntimePermissionsCallback|restoreDelayedRuntimePermissionBackup|android.permission.GRANT_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|restoreRuntimePermissionBackup|android.permission.GRANT_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|revokeRuntimePermission|android.permission.REVOKE_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|revokeRuntimePermissions|android.permission.REVOKE_RUNTIME_PERMISSIONS
android.permission.OnRevokeRuntimePermissionsCallback|setRuntimePermissionGrantStateByDeviceAdmin|android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.ADJUST_RUNTIME_PERMISSIONS_POLICY
android.permission.PermissionManager|setRuntimePermissionsVersion|android.permission.ADJUST_RUNTIME_PERMISSIONS_POLICY
android.print.PrintManager|addPrintServiceRecommendationsChangeListener|android.permission.READ_PRINT_SERVICES, android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS
android.print.PrintManager|addPrintServicesChangeListener|android.permission.READ_PRINT_SERVICES
android.print.PrintManager|createPrinterDiscoverySession|android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS
android.print.PrintManager|removePrintServiceRecommendationsChangeListener|android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS
android.print.PrintManager|removePrintServicesChangeListener|android.permission.READ_PRINT_SERVICES
android.provider.2|getMessagesFromIntent|android.permission.READ_PRIVILEGED_PHONE_STATE
android.provider.Thumbnails|deleteContributedMedia|android.permission.CLEAR_APP_USER_DATA
android.provider.name|validate|android.permission.WRITE_SECURE_SETTINGS
android.provider.object|getIntentForShortcut|android.permission.READ_DEVICE_CONFIG, android.permission.WRITE_DEVICE_CONFIG
android.provider.object|putString|android.permission.WRITE_SECURE_SETTINGS
android.provider.object|putString|android.permission.WRITE_SECURE_SETTINGS
android.provider.object|resetToDefaults|android.permission.WRITE_SECURE_SETTINGS
android.provider.object|resetToDefaults|android.permission.WRITE_SECURE_SETTINGS
android.security.keystore.AttestationUtils|attestDeviceIds|android.permission.READ_PRIVILEGED_PHONE_STATE
android.security.keystore.recovery.RecoveryController|getInstance|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|getRecoveryStatus|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|initRecoveryService|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|isRecoverableKeyStoreEnabled|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|removeKey|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|setRecoverySecretTypes|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|setRecoveryStatus|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|setServerParams|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoveryController|setSnapshotCreatedPendingIntent|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoverySession|close|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoverySession|recoverKeyChainSnapshot|android.permission.RECOVER_KEYSTORE
android.security.keystore.recovery.RecoverySession|start|android.permission.RECOVER_KEYSTORE
android.service.oemlock.OemLockManager|getLockName|android.permission.MANAGE_CARRIER_OEM_UNLOCK_STATE
android.service.oemlock.OemLockManager|isOemUnlockAllowedByCarrier|android.permission.MANAGE_CARRIER_OEM_UNLOCK_STATE
android.service.oemlock.OemLockManager|isOemUnlockAllowedByUser|android.permission.MANAGE_USER_OEM_UNLOCK_STATE
android.service.oemlock.OemLockManager|setOemUnlockAllowedByCarrier|android.permission.MANAGE_CARRIER_OEM_UNLOCK_STATE
android.service.oemlock.OemLockManager|setOemUnlockAllowedByUser|android.permission.MANAGE_USER_OEM_UNLOCK_STATE
android.service.persistentdata.PersistentDataBlockManager|getDataBlockSize|android.permission.ACCESS_PDB_STATE
android.service.persistentdata.PersistentDataBlockManager|getFlashLockState|android.permission.OEM_UNLOCK_STATE, android.permission.READ_OEM_UNLOCK_STATE
android.service.persistentdata.PersistentDataBlockManager|getOemUnlockEnabled|android.permission.OEM_UNLOCK_STATE, android.permission.READ_OEM_UNLOCK_STATE
android.service.persistentdata.PersistentDataBlockManager|setOemUnlockEnabled|android.permission.OEM_UNLOCK_STATE
android.service.persistentdata.PersistentDataBlockManager|wipe|android.permission.OEM_UNLOCK_STATE
android.telecom.TelecomManager|acceptRingingCall|android.permission.ANSWER_PHONE_CALLS, android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|acceptRingingCall|android.permission.ANSWER_PHONE_CALLS, android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|addNewIncomingCall|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telecom.TelecomManager|cancelMissedCallsNotification|android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|dumpAnalytics|android.permission.DUMP
android.telecom.TelecomManager|enablePhoneAccount|android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|endCall|android.permission.ANSWER_PHONE_CALLS
android.telecom.TelecomManager|getAdnUriForPhoneAccount|android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|getCallCapablePhoneAccounts|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|getDefaultOutgoingPhoneAccount|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|getLine1Number|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|getPhoneAccountsSupportingScheme|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|getSelfManagedPhoneAccounts|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|getVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|handleMmi|android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|handleMmi|android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|isInCall|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|isInEmergencyCall|android.permission.MODIFY_PHONE_STATE
android.telecom.TelecomManager|isInManagedCall|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|isRinging|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|isTtySupported|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|isVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|placeCall|android.permission.CALL_PHONE, android.permission.MANAGE_OWN_CALLS
android.telecom.TelecomManager|setDefaultDialer|android.permission.MODIFY_PHONE_STATE, android.permission.WRITE_SECURE_SETTINGS
android.telecom.TelecomManager|setUserSelectedOutgoingPhoneAccount|android.permission.MODIFY_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|showInCallScreen|android.permission.READ_PHONE_STATE
android.telecom.TelecomManager|silenceRinger|android.permission.MODIFY_PHONE_STATE
android.telephony.AnomalyReporter|initialize|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|answerRingingCall|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|call|android.permission.CALL_PHONE
android.telephony.CellInfoCallback|endCall|android.permission.CALL_PHONE
android.telephony.CellInfoCallback|getAvailableNetworks|android.permission.ACCESS_COARSE_LOCATION, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMdn|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMdn|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getCdmaMin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|getForbiddenPlmns|android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|getForbiddenPlmns|android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|getIsimIst|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|getNetworkSelectionMode|android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|iccCloseLogicalChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccOpenLogicalChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccTransmitApduBasicChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|iccTransmitApduLogicalChannelBySlot|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|isIdle|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isInEmergencySmsMode|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.CellInfoCallback|isOffhook|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isRadioOn|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|isRinging|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.CellInfoCallback|rebootRadio|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|requestCellInfoUpdate|android.permission.ACCESS_FINE_LOCATION
android.telephony.CellInfoCallback|requestCellInfoUpdate|android.permission.MODIFY_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION
android.telephony.CellInfoCallback|requestNetworkScan|android.permission.ACCESS_FINE_LOCATION, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|requestNetworkScan|android.permission.ACCESS_FINE_LOCATION, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|requestNumberVerification|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|resetRadioConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeAutomatic|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeManual|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setNetworkSelectionModeManual|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|setPreferredNetworkTypeBitmask|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPin|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPinReportResult|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPuk|android.permission.MODIFY_PHONE_STATE
android.telephony.CellInfoCallback|supplyPukReportResult|android.permission.MODIFY_PHONE_STATE
android.telephony.FinancialSmsCallback|getSmsMessagesForFinancialApp|android.permission.SMS_FINANCIAL_TRANSACTIONS
android.telephony.OnOpportunisticSubscriptionsChangedListener|addSubscriptionsIntoGroup|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfo|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfoCount|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfoForSimSlotIndex|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getActiveSubscriptionInfoList|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getEnabledSubscriptionId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|getPreferredDataSubscriptionId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|isActiveSubscriptionId|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|isSubscriptionEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|isSubscriptionVisible|android.permission.READ_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|removeSubscriptionsFromGroup|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|setDefaultDataSubId|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|setDefaultSmsSubId|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|setOpportunistic|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|setPreferredDataSubscriptionId|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|setSubscriptionEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.OnOpportunisticSubscriptionsChangedListener|switchToSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS, android.permission.READ_PHONE_STATE
android.telephony.PhoneStateListener|onServiceStateChanged|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PRECISE_PHONE_STATE
android.telephony.TelephonyManager|getDeviceSoftwareVersion|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.SEND_RESPOND_VIA_MESSAGE, android.permission.READ_PHONE_STATE
android.telephony.UssdResponseCallback|disableDataConnectivity|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|enableDataConnectivity|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|enableVideoCalling|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|getCdmaRoamingMode|android.permission.READ_PHONE_STATE
android.telephony.UssdResponseCallback|getServiceState|android.permission.ACCESS_COARSE_LOCATION, android.permission.READ_PHONE_STATE
android.telephony.UssdResponseCallback|getSimLocale|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.UssdResponseCallback|handlePinMmi|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|handlePinMmiForSubscriber|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|isDataEnabled|android.permission.ACCESS_NETWORK_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|isDataRoamingEnabled|android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE
android.telephony.UssdResponseCallback|isVideoCallingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.UssdResponseCallback|sendUssdRequest|android.permission.CALL_PHONE
android.telephony.UssdResponseCallback|setCdmaRoamingMode|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setCdmaSubscriptionMode|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setDataEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setDataEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setDataRoamingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setRadio|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setRadioPower|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setSimPowerState|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|setSimPowerStateForSlot|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|toggleRadioOnOff|android.permission.MODIFY_PHONE_STATE
android.telephony.UssdResponseCallback|updateServiceLocation|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.Wifi|overrideConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.Wifi|updateConfigForPhoneId|android.permission.MODIFY_PHONE_STATE
android.telephony.euicc.EuiccManager|continueOperation|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|createForCardId|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|deleteSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|downloadSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|eraseSubscriptions|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getDefaultDownloadableSubscriptionList|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getDownloadableSubscriptionMetadata|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|getOtaStatus|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|switchToSubscription|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.euicc.EuiccManager|updateSubscriptionNickname|android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS
android.telephony.identity|doesSwitchMultiSimConfigTriggerReboot|android.permission.READ_PHONE_STATE
android.telephony.identity|enableModemForSlot|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|getAidForAppType|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getAllowedCarriers|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCarrierIdFromMccMnc|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCarrierRestrictionRules|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getCertsFromCarrierPrivilegeAccessRules|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getEmergencyCallbackMode|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|getEmergencyNumberList|android.permission.READ_PHONE_STATE
android.telephony.identity|getEmergencyNumberList|android.permission.READ_PHONE_STATE
android.telephony.identity|getNumberOfModemsWithSimultaneousDataConnections|android.permission.READ_PHONE_STATE
android.telephony.identity|getPreferredOpportunisticDataSubscription|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.identity|getTelephonyHistograms|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|isDataAllowedInVoiceCall|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isEmergencyAssistanceEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isManualNetworkSelectionAllowed|android.permission.READ_PHONE_STATE
android.telephony.identity|isMultiSimSupported|android.permission.READ_PHONE_STATE
android.telephony.identity|isOpportunisticNetworkEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|isPotentialEmergencyNumber|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.identity|setAllowedCarriers|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setCarrierDataEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setCarrierRestrictionRules|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setDataAllowedDuringVoiceCall|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setMultiSimCarrierRestriction|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setOpportunisticNetworkState|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|setRadioIndicationUpdateMode|android.permission.MODIFY_PHONE_STATE
android.telephony.identity|switchMultiSimConfig|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CallbackBinder|getProvisioningIntValue|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CallbackBinder|getProvisioningStatusForCapability|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CallbackBinder|registerProvisioningChangedCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CallbackBinder|setProvisioningStatusForCapability|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CallbackBinder|unregisterProvisioningChangedCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isAdvancedCallingSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isAvailable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isCapable|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isImsAvailableOnDevice|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isVoWiFiRoamingSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isVoWiFiSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|isVtSettingEnabled|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerImsRegistrationCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|registerMmTelCapabilityCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|setAdvancedCallingSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setRttCapabilitySetting|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiModeSetting|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiNonPersistent|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiRoamingModeSetting|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiRoamingSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVoWiFiSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|setVtSettingEnabled|android.permission.MODIFY_PHONE_STATE
android.telephony.ims.CapabilityBinder|unregisterImsRegistrationCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.ims.CapabilityBinder|unregisterMmTelCapabilityCallback|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|disableLocationUpdates|android.permission.CONTROL_LOCATION_UPDATES
android.telephony.in|enableLocationUpdates|android.permission.CONTROL_LOCATION_UPDATES
android.telephony.in|enableLocationUpdates|android.permission.CONTROL_LOCATION_UPDATES
